"","house","brand_clean","brand_count"
"895",54901,"Nescafe",5
"896",54999,"Kenco",1
"897",55028,"Nescafe",15
"898",55074,"Kenco",5
"899",55212,"Douwe Egbert",1
"900",55212,"Nescafe",1
"901",55347,"Douwe Egbert",1
"902",55347,"Kenco",1
"903",55374,"Carte Noire",1
"904",55374,"Kenco",1
"905",55374,"Nescafe",2
"906",55374,"Supermarket own",1
"907",55380,"Nescafe",1
"908",55401,"Supermarket own",14
"909",55444,"Douwe Egbert",2
"910",55483,"Carte Noire",1
"911",55490,"Other brands",2
"912",55518,"Supermarket own",3
"913",55530,"Douwe Egbert",3
"914",55556,"Douwe Egbert",1
"915",55556,"Kenco",1
"916",55556,"Nescafe",1
"917",55594,"Nescafe",1
"918",55640,"Nescafe",2
"919",55680,"Nescafe",11
"920",55741,"Supermarket own",5
"921",55750,"Nescafe",1
"922",55783,"Supermarket own",3
"923",55803,"Douwe Egbert",1
"924",55803,"Nescafe",4
"925",55809,"Other brands",1
"926",55811,"Nescafe",3
"927",55813,"Supermarket own",1
"928",55965,"Nescafe",4
"929",56050,"Kenco",10
"930",56095,"Nescafe",12
"931",56095,"Other brands",4
"932",56095,"Supermarket own",2
"933",56106,"Supermarket own",49
"934",56131,"Douwe Egbert",11
"935",56154,"Kenco",2
"936",56154,"Nescafe",1
"937",56154,"Supermarket own",15
"938",56186,"Nescafe",1
"939",56192,"Douwe Egbert",1
"940",56284,"Nescafe",5
"941",56372,"Carte Noire",1
"942",56372,"Douwe Egbert",14
"943",56375,"Supermarket own",13
"944",56411,"Douwe Egbert",4
"945",56411,"Nescafe",4
"946",56437,"Douwe Egbert",3
"947",56437,"Kenco",2
"948",56437,"Nescafe",2
"949",56437,"Supermarket own",2
"950",56489,"Douwe Egbert",1
"951",56589,"Supermarket own",14
"952",56614,"Douwe Egbert",5
"953",56614,"Kenco",1
"954",56614,"Nescafe",15
"955",56614,"Supermarket own",1
"956",56670,"Douwe Egbert",1
"957",56670,"Kenco",3
"958",56670,"Nescafe",3
"959",56721,"Douwe Egbert",1
"960",56721,"Kenco",5
"961",56726,"Other brands",1
"962",56806,"Supermarket own",2
"963",56807,"Kenco",5
"964",56807,"Nescafe",6
"965",56850,"Douwe Egbert",1
"966",56899,"Supermarket own",2
"967",56917,"Supermarket own",42
"968",56994,"Douwe Egbert",1
"969",56994,"Kenco",7
"970",56994,"Nescafe",2
"971",57013,"Supermarket own",2
"972",57101,"Nescafe",4
"973",57398,"Douwe Egbert",2
"974",57398,"Kenco",2
"975",57398,"Supermarket own",3
"976",57433,"Douwe Egbert",2
"977",57458,"Supermarket own",3
"978",57466,"Nescafe",2
"979",57585,"Nescafe",2
"980",57613,"Supermarket own",4
"981",57627,"Kenco",5
"982",57702,"Douwe Egbert",4
"983",57702,"Kenco",17
"984",57844,"Nescafe",7
"985",58029,"Douwe Egbert",1
"986",58029,"Kenco",2
"987",58029,"Nescafe",1
"988",58107,"Kenco",1
"989",58107,"Supermarket own",2
"990",58134,"Nescafe",1
"991",58182,"Douwe Egbert",4
"992",58197,"Douwe Egbert",2
"993",58197,"Kenco",1
"994",58224,"Nescafe",1
"995",58259,"Douwe Egbert",1
"996",58259,"Supermarket own",9
"997",58264,"Kenco",12
"998",58264,"Supermarket own",7
"999",58275,"Nescafe",4
"1000",58333,"Nescafe",2
"1001",58440,"Supermarket own",1
"1002",58458,"Douwe Egbert",2
"1003",58458,"Supermarket own",9
"1004",58508,"Douwe Egbert",4
"1005",58508,"Nescafe",9
"1006",58524,"Nescafe",11
"1007",58540,"Supermarket own",4
"1008",58649,"Kenco",6
"1009",58661,"Carte Noire",13
"1010",58661,"Nescafe",15
"1011",58667,"Douwe Egbert",3
"1012",58667,"Kenco",3
"1013",58667,"Nescafe",1
"1014",58755,"Douwe Egbert",5
"1015",58957,"Supermarket own",16
"1016",59038,"Kenco",8
"1017",59064,"Nescafe",1
"1018",59114,"Douwe Egbert",1
"1019",59114,"Supermarket own",12
"1020",59116,"Kenco",1
"1021",59116,"Nescafe",1
"1022",59116,"Supermarket own",1
"1023",59120,"Douwe Egbert",3
"1024",59120,"Kenco",4
"1025",59120,"Nescafe",2
"1026",59153,"Nescafe",2
"1027",59153,"Other brands",1
"1028",59153,"Supermarket own",1
"1029",59167,"Nescafe",2
"1030",59232,"Kenco",1
"1031",59232,"Nescafe",5
"1032",59232,"Supermarket own",2
"1033",59249,"Nescafe",3
"1034",59277,"Carte Noire",2
"1035",59277,"Kenco",2
"1036",59279,"Nescafe",2
"1037",59314,"Nescafe",1
"1038",59314,"Supermarket own",18
"1039",59327,"Carte Noire",2
"1040",59327,"Douwe Egbert",3
"1041",59327,"Kenco",4
"1042",59327,"Nescafe",3
"1043",59383,"Kenco",4
"1044",59391,"Kenco",1
"1045",59469,"Supermarket own",4
"1046",59484,"Nescafe",5
"1047",59501,"Douwe Egbert",3
"1048",59501,"Kenco",2
"1049",59501,"Other brands",2
"1050",59501,"Supermarket own",2
"1051",59520,"Kenco",1
"1052",59521,"Douwe Egbert",3
"1053",59583,"Supermarket own",22
"1054",59735,"Kenco",1
"1055",59748,"Kenco",8
"1056",59759,"Douwe Egbert",2
"1057",59759,"Nescafe",6
"1058",59982,"Nescafe",1
"1059",60025,"Nescafe",2
"1060",60025,"Supermarket own",2
"1061",60029,"Other brands",1
"1062",60095,"Nescafe",1
"1063",60101,"Supermarket own",3
"1064",60108,"Kenco",2
"1065",60108,"Nescafe",3
"1066",60126,"Douwe Egbert",1
"1067",60134,"Kenco",7
"1068",60161,"Douwe Egbert",6
"1069",60161,"Kenco",1
"1070",60161,"Nescafe",1
"1071",60209,"Nescafe",1
"1072",60250,"Nescafe",1
"1073",60346,"Nescafe",3
"1074",60346,"Other brands",4
"1075",60346,"Supermarket own",1
"1076",60475,"Kenco",2
"1077",60496,"Nescafe",2
"1078",60496,"Supermarket own",5
"1079",60521,"Douwe Egbert",5
"1080",60521,"Supermarket own",4
"1081",60589,"Douwe Egbert",4
"1082",60602,"Douwe Egbert",1
"1083",60602,"Supermarket own",12
"1084",60679,"Kenco",1
"1085",60679,"Nescafe",1
"1086",60679,"Supermarket own",1
"1087",60695,"Supermarket own",4
"1088",60786,"Supermarket own",2
"1089",60827,"Supermarket own",19
"1090",60849,"Kenco",1
"1091",60904,"Douwe Egbert",1
"1092",61034,"Douwe Egbert",5
"1093",61127,"Kenco",1
"1094",61127,"Nescafe",1
"1095",61215,"Nescafe",1
"1096",61360,"Supermarket own",3
"1097",61459,"Carte Noire",1
"1098",61459,"Douwe Egbert",4
"1099",61459,"Kenco",1
"1100",61515,"Nescafe",2
"1101",61740,"Carte Noire",2
"1102",61747,"Carte Noire",1
"1103",61747,"Supermarket own",11
"1104",61826,"Supermarket own",14
"1105",61844,"Nescafe",1
"1106",61880,"Supermarket own",13
"1107",61924,"Kenco",1
"1108",61924,"Nescafe",3
"1109",61962,"Douwe Egbert",4
"1110",61962,"Kenco",12
"1111",61992,"Douwe Egbert",1
"1112",61992,"Kenco",1
"1113",62034,"Supermarket own",6
"1114",62149,"Nescafe",5
"1115",62149,"Supermarket own",3
"1116",62156,"Nescafe",5
"1117",62165,"Douwe Egbert",14
"1118",62165,"Nescafe",7
"1119",62165,"Other brands",1
"1120",62330,"Kenco",1
"1121",62330,"Supermarket own",3
"1122",62539,"Nescafe",1
"1123",62539,"Supermarket own",11
"1124",62702,"Nescafe",4
"1125",62702,"Supermarket own",4
"1126",62809,"Carte Noire",1
"1127",62809,"Douwe Egbert",1
"1128",62809,"Nescafe",4
"1129",62914,"Douwe Egbert",1
"1130",62943,"Nescafe",10
"1131",62944,"Nescafe",1
"1132",62945,"Douwe Egbert",2
"1133",62965,"Nescafe",1
"1134",63136,"Kenco",1
"1135",63136,"Supermarket own",2
"1136",63345,"Douwe Egbert",1
"1137",63345,"Nescafe",1
"1138",63354,"Kenco",5
"1139",63511,"Douwe Egbert",1
"1140",63511,"Nescafe",2
"1141",63513,"Kenco",1
"1142",63606,"Nescafe",2
"1143",63718,"Nescafe",6
"1144",63857,"Kenco",13
"1145",63909,"Supermarket own",2
"1146",63947,"Douwe Egbert",9
"1147",64020,"Supermarket own",1
"1148",64034,"Supermarket own",12
"1149",64098,"Other brands",1
"1150",64272,"Supermarket own",1
"1151",64418,"Other brands",1
"1152",64445,"Douwe Egbert",2
"1153",64445,"Other brands",11
"1154",64634,"Supermarket own",2
"1155",64637,"Nescafe",5
"1156",64736,"Douwe Egbert",1
"1157",64754,"Douwe Egbert",2
"1158",64754,"Nescafe",2
"1159",64754,"Supermarket own",6
"1160",64798,"Carte Noire",1
"1161",64798,"Douwe Egbert",1
"1162",64860,"Douwe Egbert",1
"1163",64860,"Kenco",1
"1164",64860,"Nescafe",13
"1165",64890,"Supermarket own",10
"1166",64922,"Douwe Egbert",1
"1167",64922,"Kenco",2
"1168",64922,"Nescafe",26
"1169",65341,"Kenco",1
"1170",65341,"Nescafe",10
"1171",65381,"Supermarket own",9
"1172",65511,"Supermarket own",1
"1173",65592,"Douwe Egbert",1
"1174",65737,"Supermarket own",6
"1175",65812,"Supermarket own",3
"1176",65840,"Douwe Egbert",1
"1177",65870,"Nescafe",1
"1178",65877,"Carte Noire",3
"1179",65879,"Carte Noire",1
"1180",65879,"Nescafe",1
"1181",65923,"Douwe Egbert",4
"1182",65923,"Other brands",1
"1183",66003,"Carte Noire",11
"1184",66003,"Nescafe",1
"1185",66042,"Nescafe",1
"1186",66079,"Kenco",4
"1187",66079,"Nescafe",6
"1188",66133,"Douwe Egbert",4
"1189",66133,"Kenco",5
"1190",66133,"Supermarket own",1
"1191",66473,"Supermarket own",7
"1192",66557,"Carte Noire",1
"1193",66557,"Kenco",3
"1194",66557,"Supermarket own",4
"1195",66588,"Kenco",4
"1196",66648,"Douwe Egbert",1
"1197",66666,"Douwe Egbert",1
"1198",66773,"Kenco",9
"1199",66773,"Nescafe",2
"1200",66773,"Supermarket own",4
"1201",66795,"Nescafe",2
"1202",66991,"Nescafe",2
"1203",66991,"Supermarket own",1
"1204",67054,"Douwe Egbert",2
"1205",67054,"Nescafe",2
"1206",67091,"Nescafe",24
"1207",67186,"Nescafe",14
"1208",67196,"Douwe Egbert",2
"1209",67196,"Nescafe",3
"1210",67258,"Carte Noire",1
"1211",67258,"Douwe Egbert",1
"1212",67310,"Douwe Egbert",8
"1213",67310,"Kenco",1
"1214",67375,"Kenco",1
"1215",67380,"Carte Noire",1
"1216",67380,"Douwe Egbert",5
"1217",67380,"Kenco",9
"1218",67567,"Douwe Egbert",32
"1219",67567,"Other brands",1
"1220",67567,"Supermarket own",29
"1221",67649,"Nescafe",3
"1222",67752,"Kenco",4
"1223",67782,"Supermarket own",5
"1224",67801,"Kenco",2
"1225",67807,"Douwe Egbert",1
"1226",67940,"Douwe Egbert",1
"1227",67940,"Nescafe",20
"1228",67972,"Supermarket own",10
"1229",68057,"Kenco",2
"1230",68057,"Nescafe",2
"1231",68331,"Nescafe",3
"1232",68401,"Douwe Egbert",29
"1233",68595,"Douwe Egbert",1
"1234",68595,"Kenco",1
"1235",68595,"Supermarket own",1
"1236",68897,"Kenco",2
"1237",68897,"Nescafe",1
"1238",69088,"Nescafe",1
"1239",69088,"Supermarket own",12
"1240",69404,"Nescafe",4
"1241",69450,"Douwe Egbert",1
"1242",69450,"Nescafe",1
"1243",69450,"Other brands",1
"1244",69450,"Supermarket own",1
"1245",69468,"Supermarket own",5
"1246",70165,"Douwe Egbert",1
"1247",70165,"Nescafe",5
"1248",70402,"Nescafe",7
"1249",70407,"Kenco",1
"1250",70640,"Kenco",1
"1251",70640,"Nescafe",1
"1252",70678,"Carte Noire",14
"1253",70678,"Nescafe",2
"1254",70678,"Other brands",2
"1255",70787,"Nescafe",2
"1256",70871,"Douwe Egbert",1
"1257",71093,"Supermarket own",10
"1258",71170,"Douwe Egbert",3
"1259",71220,"Supermarket own",2
"1260",71424,"Supermarket own",3
"1261",71477,"Supermarket own",3
"1262",71922,"Nescafe",2
"1263",71922,"Supermarket own",5
"1264",72162,"Douwe Egbert",1
"1265",72162,"Nescafe",21
"1266",72167,"Kenco",34
"1267",72274,"Carte Noire",1
"1268",72522,"Douwe Egbert",4
"1269",72522,"Kenco",12
"1270",72522,"Nescafe",1
"1271",72522,"Other brands",1
"1272",72522,"Supermarket own",2
"1273",72590,"Supermarket own",1
"1274",72598,"Kenco",2
"1275",72598,"Nescafe",2
"1276",72658,"Supermarket own",1
"1277",72821,"Kenco",3
"1278",72821,"Nescafe",3
"1279",72866,"Kenco",1
"1280",72866,"Supermarket own",14
"1281",73320,"Nescafe",1
"1282",73320,"Other brands",2
"1283",73343,"Nescafe",17
"1284",73436,"Supermarket own",10
"1285",73485,"Supermarket own",1
"1286",73527,"Nescafe",1
"1287",73540,"Douwe Egbert",3
"1288",73671,"Supermarket own",2
"1289",73701,"Nescafe",10
"1290",73779,"Kenco",1
"1291",73850,"Carte Noire",2
"1292",73961,"Nescafe",1
"1293",73961,"Supermarket own",1
"1294",73990,"Nescafe",1
"1295",74041,"Supermarket own",6
"1296",74106,"Carte Noire",2
"1297",74106,"Kenco",5
"1298",74106,"Nescafe",18
"1299",74106,"Other brands",5
"1300",74138,"Douwe Egbert",1
"1301",74138,"Nescafe",4
"1302",74216,"Kenco",12
"1303",74331,"Nescafe",19
"1304",74472,"Nescafe",9
"1305",74574,"Nescafe",5
"1306",74604,"Douwe Egbert",2
"1307",74604,"Supermarket own",1
"1308",74637,"Nescafe",8
"1309",74696,"Nescafe",1
"1310",74722,"Supermarket own",4
"1311",74764,"Nescafe",4
"1312",74842,"Nescafe",1
"1313",74992,"Carte Noire",1
"1314",74992,"Douwe Egbert",1
"1315",74992,"Nescafe",4
"1316",74996,"Douwe Egbert",1
"1317",74996,"Other brands",1
"1318",74999,"Kenco",2
"1319",75015,"Kenco",20
"1320",75015,"Nescafe",1
"1321",75079,"Carte Noire",1
"1322",75079,"Nescafe",5
"1323",75079,"Other brands",1
"1324",75098,"Douwe Egbert",1
"1325",75718,"Douwe Egbert",3
"1326",75718,"Nescafe",1
"1327",76017,"Nescafe",2
"1328",76557,"Kenco",1
"1329",76797,"Supermarket own",22
"1330",76965,"Douwe Egbert",2
"1331",76965,"Kenco",2
"1332",76971,"Kenco",26
"1333",77288,"Kenco",1
"1334",77288,"Supermarket own",13
"1335",77497,"Douwe Egbert",3
"1336",77497,"Nescafe",9
"1337",77607,"Douwe Egbert",2
"1338",77607,"Nescafe",7
"1339",77607,"Supermarket own",1
"1340",77624,"Carte Noire",2
"1341",77624,"Nescafe",8
"1342",77707,"Supermarket own",17
"1343",77717,"Douwe Egbert",5
"1344",77717,"Other brands",1
"1345",77828,"Kenco",11
"1346",77947,"Douwe Egbert",1
"1347",77947,"Kenco",6
"1348",77947,"Nescafe",2
"1349",77947,"Supermarket own",1
"1350",78025,"Douwe Egbert",3
"1351",78043,"Douwe Egbert",1
"1352",78043,"Kenco",27
"1353",78043,"Nescafe",1
"1354",78079,"Douwe Egbert",1
"1355",78106,"Supermarket own",16
"1356",78135,"Nescafe",2
"1357",78230,"Douwe Egbert",2
"1358",78230,"Kenco",3
"1359",78230,"Other brands",8
"1360",78534,"Carte Noire",2
"1361",78711,"Other brands",1
"1362",78711,"Supermarket own",2
"1363",78836,"Douwe Egbert",1
"1364",78836,"Kenco",2
"1365",78954,"Nescafe",6
"1366",79053,"Carte Noire",1
"1367",79053,"Nescafe",1
"1368",79248,"Kenco",1
"1369",79248,"Nescafe",22
"1370",79484,"Supermarket own",1
"1371",79589,"Douwe Egbert",2
"1372",79589,"Kenco",26
"1373",79589,"Nescafe",3
"1374",79719,"Kenco",2
"1375",80350,"Douwe Egbert",3
"1376",80350,"Other brands",1
"1377",80377,"Nescafe",2
"1378",80415,"Nescafe",3
"1379",80508,"Douwe Egbert",8
"1380",80508,"Nescafe",1
"1381",80508,"Other brands",1
"1382",80508,"Supermarket own",1
"1383",80590,"Douwe Egbert",2
"1384",80590,"Other brands",7
"1385",80828,"Nescafe",1
"1386",80873,"Nescafe",3
"1387",80893,"Supermarket own",34
"1388",80969,"Nescafe",1
"1389",81124,"Nescafe",10
"1390",81186,"Douwe Egbert",9
"1391",81186,"Kenco",7
"1392",81186,"Nescafe",2
"1393",81455,"Nescafe",7
"1394",81475,"Nescafe",1
"1395",81508,"Carte Noire",5
"1396",81508,"Kenco",7
"1397",81508,"Nescafe",2
"1398",81585,"Douwe Egbert",1
"1399",81585,"Nescafe",2
"1400",81878,"Nescafe",2
"1401",81992,"Supermarket own",7
"1402",82092,"Nescafe",3
"1403",82092,"Supermarket own",1
"1404",82182,"Kenco",1
"1405",82368,"Supermarket own",6
"1406",82798,"Other brands",1
"1407",82955,"Nescafe",12
"1408",83161,"Supermarket own",1
"1409",83174,"Carte Noire",1
"1410",83174,"Douwe Egbert",3
"1411",83174,"Kenco",5
"1412",83174,"Nescafe",8
"1413",83174,"Supermarket own",1
"1414",83283,"Carte Noire",1
"1415",83283,"Kenco",1
"1416",83283,"Nescafe",1
"1417",83442,"Nescafe",1
"1418",83615,"Kenco",1
"1419",83615,"Nescafe",1
"1420",83708,"Douwe Egbert",3
"1421",83985,"Douwe Egbert",2
"1422",83985,"Kenco",4
"1423",84016,"Nescafe",5
"1424",84053,"Kenco",20
"1425",84130,"Douwe Egbert",2
"1426",84130,"Nescafe",1
"1427",84130,"Supermarket own",2
"1428",84217,"Kenco",6
"1429",84217,"Nescafe",10
"1430",84217,"Supermarket own",6
"1431",84243,"Nescafe",2
"1432",84243,"Supermarket own",14
"1433",84512,"Kenco",4
"1434",84512,"Nescafe",5
"1435",84512,"Other brands",5
"1436",84512,"Supermarket own",1
"1437",84541,"Douwe Egbert",10
"1438",84594,"Supermarket own",2
"1439",84647,"Nescafe",2
"1440",84693,"Supermarket own",2
"1441",84761,"Douwe Egbert",2
"1442",84761,"Nescafe",7
"1443",84761,"Other brands",1
"1444",84884,"Nescafe",6
"1445",84989,"Kenco",7
"1446",84989,"Nescafe",1
"1447",84989,"Other brands",1
"1448",85086,"Nescafe",1
"1449",85086,"Other brands",1
"1450",85689,"Nescafe",1
"1451",85713,"Kenco",2
"1452",85713,"Nescafe",14
"1453",85713,"Supermarket own",1
"1454",85732,"Douwe Egbert",1
"1455",85732,"Nescafe",4
"1456",85939,"Kenco",4
"1457",85939,"Other brands",1
"1458",85975,"Kenco",5
"1459",85975,"Nescafe",1
"1460",85975,"Supermarket own",1
"1461",86002,"Nescafe",2
"1462",86051,"Nescafe",6
"1463",86063,"Supermarket own",16
"1464",86157,"Douwe Egbert",4
"1465",86157,"Nescafe",13
"1466",86165,"Nescafe",4
"1467",86173,"Carte Noire",4
"1468",86173,"Douwe Egbert",5
"1469",86173,"Kenco",1
"1470",86228,"Douwe Egbert",1
"1471",86228,"Other brands",8
"1472",86295,"Douwe Egbert",4
"1473",86295,"Kenco",5
"1474",86315,"Douwe Egbert",1
"1475",86532,"Douwe Egbert",1
"1476",86532,"Nescafe",3
"1477",86544,"Supermarket own",19
"1478",86646,"Kenco",1
"1479",86646,"Nescafe",5
"1480",86646,"Other brands",1
"1481",86938,"Douwe Egbert",1
"1482",87043,"Nescafe",5
"1483",87043,"Supermarket own",1
"1484",87232,"Supermarket own",10
"1485",87270,"Nescafe",8
"1486",87428,"Douwe Egbert",1
"1487",87428,"Kenco",2
"1488",87428,"Nescafe",3
"1489",87483,"Supermarket own",13
"1490",87578,"Nescafe",1
"1491",87602,"Douwe Egbert",1
"1492",87602,"Supermarket own",6
"1493",87635,"Douwe Egbert",2
"1494",87635,"Supermarket own",3
"1495",87785,"Other brands",1
"1496",87785,"Supermarket own",1
"1497",87856,"Douwe Egbert",1
"1498",87856,"Nescafe",1
"1499",87869,"Nescafe",6
"1500",88007,"Douwe Egbert",1
"1501",88007,"Kenco",1
"1502",88007,"Nescafe",1
"1503",88007,"Other brands",2
"1504",88007,"Supermarket own",5
"1505",88067,"Nescafe",4
"1506",88212,"Supermarket own",3
"1507",88597,"Nescafe",7
"1508",88723,"Douwe Egbert",6
"1509",88723,"Nescafe",1
"1510",88804,"Nescafe",3
"1511",88923,"Nescafe",1
"1512",89020,"Douwe Egbert",1
"1513",89020,"Kenco",1
"1514",89020,"Nescafe",2
"1515",89186,"Supermarket own",5
"1516",89371,"Nescafe",2
"1517",89518,"Supermarket own",21
"1518",89770,"Nescafe",2
"1519",89928,"Douwe Egbert",2
"1520",89928,"Kenco",1
"1521",89928,"Nescafe",2
"1522",89928,"Other brands",2
"1523",90127,"Kenco",1
"1524",90227,"Supermarket own",2
"1525",90353,"Supermarket own",1
"1526",90434,"Supermarket own",1
"1527",90649,"Nescafe",7
"1528",90778,"Nescafe",12
"1529",90869,"Kenco",19
"1530",90891,"Nescafe",8
"1531",90910,"Supermarket own",4
"1532",91282,"Kenco",3
"1533",91300,"Other brands",1
"1534",91300,"Supermarket own",2
"1535",91427,"Douwe Egbert",1
"1536",91485,"Kenco",1
"1537",91598,"Kenco",3
"1538",91598,"Nescafe",1
"1539",91598,"Supermarket own",4
"1540",91633,"Nescafe",6
"1541",91685,"Supermarket own",1
"1542",92010,"Douwe Egbert",1
"1543",92274,"Nescafe",14
"1544",92419,"Carte Noire",1
"1545",92419,"Nescafe",4
"1546",92769,"Nescafe",1
"1547",92802,"Supermarket own",7
"1548",92888,"Douwe Egbert",1
"1549",92888,"Kenco",5
"1550",92888,"Nescafe",2
"1551",92962,"Supermarket own",1
"1552",93139,"Douwe Egbert",1
"1553",93139,"Kenco",13
"1554",93139,"Supermarket own",1
"1555",93197,"Nescafe",1
"1556",93197,"Supermarket own",7
"1557",93231,"Carte Noire",5
"1558",93231,"Douwe Egbert",5
"1559",93322,"Supermarket own",1
"1560",93443,"Douwe Egbert",2
"1561",93462,"Carte Noire",3
"1562",93462,"Kenco",12
"1563",93462,"Nescafe",1
"1564",93542,"Nescafe",1
"1565",93551,"Supermarket own",1
"1566",93607,"Douwe Egbert",1
"1567",93607,"Kenco",2
"1568",93607,"Nescafe",2
"1569",93607,"Other brands",2
"1570",94019,"Kenco",6
"1571",94040,"Douwe Egbert",2
"1572",94040,"Kenco",3
"1573",94040,"Supermarket own",1
"1574",94050,"Supermarket own",5
"1575",94121,"Nescafe",1
"1576",94376,"Douwe Egbert",1
"1577",94606,"Other brands",1
"1578",94689,"Carte Noire",1
"1579",94689,"Supermarket own",15
"1580",94699,"Douwe Egbert",1
"1581",94711,"Supermarket own",20
"1582",94769,"Kenco",9
"1583",94769,"Nescafe",4
"1584",94930,"Supermarket own",4
"1585",95007,"Douwe Egbert",1
"1586",95193,"Supermarket own",19
"1587",95422,"Douwe Egbert",1
"1588",95422,"Kenco",2
"1589",95494,"Nescafe",2
"1590",95647,"Nescafe",3
"1591",95735,"Supermarket own",2
"1592",95984,"Carte Noire",1
"1593",95984,"Douwe Egbert",5
"1594",95984,"Kenco",6
"1595",95984,"Nescafe",7
"1596",95984,"Supermarket own",13
"1597",95991,"Supermarket own",3
"1598",96019,"Douwe Egbert",11
"1599",96163,"Douwe Egbert",7
"1600",96163,"Nescafe",2
"1601",96163,"Other brands",1
"1602",96170,"Supermarket own",5
"1603",96441,"Douwe Egbert",14
"1604",96441,"Nescafe",2
"1605",96522,"Supermarket own",1
"1606",96945,"Kenco",1
"1607",96945,"Supermarket own",2
"1608",97111,"Douwe Egbert",5
"1609",97231,"Kenco",2
"1610",97418,"Nescafe",16
"1611",97418,"Other brands",1
"1612",97418,"Supermarket own",2
"1613",97455,"Kenco",3
"1614",97455,"Nescafe",5
"1615",97471,"Kenco",2
"1616",97545,"Nescafe",5
"1617",97563,"Douwe Egbert",1
"1618",97563,"Kenco",1
"1619",97571,"Kenco",1
"1620",97571,"Nescafe",3
"1621",97680,"Douwe Egbert",2
"1622",97680,"Kenco",4
"1623",97680,"Nescafe",6
"1624",97711,"Kenco",2
"1625",97711,"Nescafe",6
"1626",97985,"Nescafe",6
"1627",98046,"Nescafe",3
"1628",98101,"Kenco",2
"1629",98101,"Supermarket own",3
"1630",98111,"Supermarket own",3
"1631",98170,"Other brands",1
"1632",98329,"Carte Noire",4
"1633",98329,"Douwe Egbert",9
"1634",98329,"Nescafe",21
"1635",98511,"Douwe Egbert",3
"1636",98511,"Kenco",5
"1637",98511,"Nescafe",4
"1638",98511,"Supermarket own",1
"1639",98541,"Nescafe",1
"1640",98634,"Douwe Egbert",2
"1641",98634,"Kenco",2
"1642",98634,"Nescafe",2
"1643",98634,"Supermarket own",5
"1644",98738,"Supermarket own",1
"1645",98794,"Nescafe",4
"1646",98879,"Douwe Egbert",2
"1647",98879,"Supermarket own",2
"1648",99154,"Kenco",20
"1649",99170,"Kenco",7
"1650",99170,"Nescafe",1
"1651",99185,"Nescafe",1
"1652",99360,"Douwe Egbert",1
"1653",99360,"Kenco",4
